Localisation (adresse);Nombre d'arceaux;Type d'attache;Observations;Commune;Année;Type;Nombre d'arceaux supplémentaires;geo_shape;geo_point_2d
lac Kir;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.002892322004432, 47.32505743853548], ""type"": ""Point""}";47.32505743853548, 5.002892322004432
lac Kir;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [4.997225315248045, 47.329504510091795], ""type"": ""Point""}";47.329504510091795, 4.997225315248045
lac Kir;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.005863333799828, 47.323448333596396], ""type"": ""Point""}";47.323448333596396, 5.005863333799828
22 Bd Kennedy gymnase;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.032316667198841, 47.30894166652614], ""type"": ""Point""}";47.30894166652614, 5.032316667198841
4rue Morey saint Denis;4;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.020063077880589, 47.304349104959236], ""type"": ""Point""}";47.304349104959236, 5.020063077880589
3 place de l'hôtel de ville;3;;;Fontaine-lès-Dijon;2023;Existant;;"{""coordinates"": [5.021886750010347, 47.3419154233639], ""type"": ""Point""}";47.3419154233639, 5.021886750010347
place du marché;5;Boulonnés;;Marsannay-la-Côte;2023;Existant;;"{""coordinates"": [5.003092690304383, 47.280077857689214], ""type"": ""Point""}";47.280077857689214, 5.003092690304383
salle des sports;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.1029804692998555, 47.28122617376692], ""type"": ""Point""}";47.28122617376692, 5.1029804692998555
Mairie;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.105408141382652, 47.278925790444184], ""type"": ""Point""}";47.278925790444184, 5.105408141382652
Mairie;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.106333804054393, 47.2785497358132], ""type"": ""Point""}";47.2785497358132, 5.106333804054393
Poste;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.110099399775133, 47.277836980217245], ""type"": ""Point""}";47.277836980217245, 5.110099399775133
Mairie;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.106335836529475, 47.27851236415317], ""type"": ""Point""}";47.27851236415317, 5.106335836529475
place du 8 mai 1945;6;;;Ouges;0;Existant;;"{""coordinates"": [5.075121603646055, 47.26240419989093], ""type"": ""Point""}";47.26240419989093, 5.075121603646055
rue Guesde-route de Dijon;2;;;Longvic;2008;Existant;;"{""coordinates"": [5.06347317115581, 47.28576551899124], ""type"": ""Point""}";47.28576551899124, 5.06347317115581
pôle gérontologique;4;;;Quetigny;0;Existant;;"{""coordinates"": [5.113998836325447, 47.3140263408194], ""type"": ""Point""}";47.3140263408194, 5.113998836325447
Gymnase des Cortots;6;;;Fontaine-lès-Dijon;2008;Existant;;"{""coordinates"": [5.026134520101869, 47.35186636537117], ""type"": ""Point""}";47.35186636537117, 5.026134520101869
Tennis couvert;3;;;Fontaine-lès-Dijon;0;Existant;;"{""coordinates"": [5.026413882346542, 47.35116415189057], ""type"": ""Point""}";47.35116415189057, 5.026413882346542
4 rue Général Mangin;2;;;Dijon;2023;Existant;;"{""coordinates"": [5.050395938643555, 47.33146940507654], ""type"": ""Point""}";47.33146940507654, 5.050395938643555
48 rue des Marmuzots;2;;;Dijon;2023;Existant;;"{""coordinates"": [5.021653748368864, 47.32601995687159], ""type"": ""Point""}";47.32601995687159, 5.021653748368864
85 rue Jeannin;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.048025684848026, 47.321492112723305], ""type"": ""Point""}";47.321492112723305, 5.048025684848026
école Flammarion;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0631380056816795, 47.33068212661082], ""type"": ""Point""}";47.33068212661082, 5.0631380056816795
6 AV des Grésilles derrière bâtiment;6;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.06560666636595, 47.33105666707888], ""type"": ""Point""}";47.33105666707888, 5.06560666636595
17 rue Jean xxlll;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.065395794348724, 47.33274102802872], ""type"": ""Point""}";47.33274102802872, 5.065395794348724
Promenade des Lochères;3;;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.067184999364178, 47.330621666778214], ""type"": ""Point""}";47.330621666778214, 5.067184999364178
19 Imp aux Champs Bonhomme air de jeux;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.067318938103713, 47.33061229583968], ""type"": ""Point""}";47.33061229583968, 5.067318938103713
74 rue des Marmuzots;8;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.017881648450743, 47.3272630465705], ""type"": ""Point""}";47.3272630465705, 5.017881648450743
16 rue de Cluj;6;Scellés et/ou boulonnés;(scellé 1 ) et (boulonnés 5);Dijon;2023;Existant;;"{""coordinates"": [5.066565000056831, 47.34493833292989], ""type"": ""Point""}";47.34493833292989, 5.066565000056831
cc fleuriée;1;;arceau, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.077735512935071, 47.33445777407309], ""type"": ""Point""}";47.33445777407309, 5.077735512935071
Complexe sportif Deblangey;4;;;Longvic;2008;Existant;;"{""coordinates"": [5.060922370400698, 47.29620110510855], ""type"": ""Point""}";47.29620110510855, 5.060922370400698
Corten;2;;;Quetigny;2019;Existant;;"{""coordinates"": [5.110976261961603, 47.31194777219121], ""type"": ""Point""}";47.31194777219121, 5.110976261961603
Corten;3;;;Quetigny;2019;Existant;;"{""coordinates"": [5.1110285655741015, 47.312729216999365], ""type"": ""Point""}";47.312729216999365, 5.1110285655741015
Ecole maternelle des Carrois;3;;;Fontaine-lès-Dijon;2008;Existant;;"{""coordinates"": [5.020437829054438, 47.34176051740744], ""type"": ""Point""}";47.34176051740744, 5.020437829054438
centre polyvalent;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.1063330382742125, 47.279651607149866], ""type"": ""Point""}";47.279651607149866, 5.1063330382742125
Centre Social Bachelard;4;;;Marsannay-la-Côte;2008;Existant;;"{""coordinates"": [5.002404382233189, 47.27792098278597], ""type"": ""Point""}";47.27792098278597, 5.002404382233189
cimetière;2;;arceau, sol : bicouche;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.085886226680958, 47.33845399807987], ""type"": ""Point""}";47.33845399807987, 5.085886226680958
GS paquier;6;;boule bleu;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.086565136026776, 47.33059353955539], ""type"": ""Point""}";47.33059353955539, 5.086565136026776
parking ALSH;1;;arceau;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.086148543986835, 47.32719401441537], ""type"": ""Point""}";47.32719401441537, 5.086148543986835
cours mairie;6;;boule marron, sol : autobloquant;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.084059911144953, 47.33403978448633], ""type"": ""Point""}";47.33403978448633, 5.084059911144953
Mosaique;6;;boule bleu, sol : désactive;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.092491698504992, 47.33633096946921], ""type"": ""Point""}";47.33633096946921, 5.092491698504992
Galerie et caveau de la source;3;;;Fontaine-lès-Dijon;0;Existant;;"{""coordinates"": [5.018329373781331, 47.344782254696185], ""type"": ""Point""}";47.344782254696185, 5.018329373781331
groupe scolaire fleuriée;6;;boule bleu, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.079015675722111, 47.33440713947675], ""type"": ""Point""}";47.33440713947675, 5.079015675722111
maison des associations;6;;boule bleu, sol : béton;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.080496156231991, 47.332545213138424], ""type"": ""Point""}";47.332545213138424, 5.080496156231991
rue cassin;1;;arceau, sol : pavé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.085052385755735, 47.327373129638815], ""type"": ""Point""}";47.327373129638815, 5.085052385755735
Louzolle;6;;boule bleu, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.098993837300572, 47.32640447365328], ""type"": ""Point""}";47.32640447365328, 5.098993837300572
25 rue Angélique Ducoudray;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.072137803734232, 47.32359257570152], ""type"": ""Point""}";47.32359257570152, 5.072137803734232
2bis cours Général de Gaulle;7;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042813271191629, 47.31494324130899], ""type"": ""Point""}";47.31494324130899, 5.042813271191629
16 cours Général de Gaulle;4;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.043947114772345, 47.312862100250896], ""type"": ""Point""}";47.312862100250896, 5.043947114772345
25 cours Général de Gaulle;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045671763756464, 47.31082500445803], ""type"": ""Point""}";47.31082500445803, 5.045671763756464
cours du Parc entrée parc de la Colombière;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.049253924201486, 47.301733385179766], ""type"": ""Point""}";47.301733385179766, 5.049253924201486
6 rue Charles Dumond;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04164034576351, 47.31466936929643], ""type"": ""Point""}";47.31466936929643, 5.04164034576351
;4;;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.041218986829806, 47.314160933585], ""type"": ""Point""}";47.314160933585, 5.041218986829806
18 rue Bordot;6;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.040350996817691, 47.313300986941606], ""type"": ""Point""}";47.313300986941606, 5.040350996817691
35 rue Charles Dumond;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.039893526839264, 47.312318487008184], ""type"": ""Point""}";47.312318487008184, 5.039893526839264
75 rue Daubenton;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0394147907667595, 47.31211072554074], ""type"": ""Point""}";47.31211072554074, 5.0394147907667595
60 rue Daubenton;1;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.039053013210304, 47.31199375886607], ""type"": ""Point""}";47.31199375886607, 5.039053013210304
56 rue Daubenton;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.038740402553206, 47.312102415585414], ""type"": ""Point""}";47.312102415585414, 5.038740402553206
19 rue Jean Baptiste Baudin;2;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.047395763521913, 47.31705444745598], ""type"": ""Point""}";47.31705444745598, 5.047395763521913
1 impasse des petites roches;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.052016259633885, 47.31331256196401], ""type"": ""Point""}";47.31331256196401, 5.052016259633885
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.033331018835053, 47.32384032066603], ""type"": ""Point""}";47.32384032066603, 5.033331018835053
;9;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.032657589290763, 47.323627683187055], ""type"": ""Point""}";47.323627683187055, 5.032657589290763
6 rue Edouard Manet;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050514033509184, 47.350027614300835], ""type"": ""Point""}";47.350027614300835, 5.050514033509184
12 place Granville;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.051634362131449, 47.3507658466913], ""type"": ""Point""}";47.3507658466913, 5.051634362131449
6 place Granville;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052253333573366, 47.350489999717475], ""type"": ""Point""}";47.350489999717475, 5.052253333573366
35 place Granville;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052558332983644, 47.34992999991928], ""type"": ""Point""}";47.34992999991928, 5.052558332983644
parc Château de Pouilly;4;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.050301087189217, 47.34835465290286], ""type"": ""Point""}";47.34835465290286, 5.050301087189217
parc du Château de Pouilly;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.049788167372627, 47.34771236342086], ""type"": ""Point""}";47.34771236342086, 5.049788167372627
176 AV Jean Jaurès;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.021101369247792, 47.3015047134348], ""type"": ""Point""}";47.3015047134348, 5.021101369247792
AV de Langres au niveau ent PKF;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045928332782026, 47.34969166652691], ""type"": ""Point""}";47.34969166652691, 5.045928332782026
14 rue Franklin Delano Roosevelt;6;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.057328240502633, 47.34854028679877], ""type"": ""Point""}";47.34854028679877, 5.057328240502633
5 Impasse de Reggio;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.068110000639049, 47.338866666840595], ""type"": ""Point""}";47.338866666840595, 5.068110000639049
6 Impasse de Réggio;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0679249996026385, 47.33862666669045], ""type"": ""Point""}";47.33862666669045, 5.0679249996026385
AV de Langres en face N°85;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045506667046919, 47.34664833297154], ""type"": ""Point""}";47.34664833297154, 5.045506667046919
1bis Bd de Champagne;10;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052263971556802, 47.329048648824504], ""type"": ""Point""}";47.329048648824504, 5.052263971556802
37 rue de Longvic;10;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.045951667181317, 47.31317996167783], ""type"": ""Point""}";47.31317996167783, 5.045951667181317
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.026098423886063, 47.3158864491503], ""type"": ""Point""}";47.3158864491503, 5.026098423886063
35 Rue Verniquet;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042911112167709, 47.346350979668685], ""type"": ""Point""}";47.346350979668685, 5.042911112167709
18 AV de Langres;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045150549138147, 47.34376126968641], ""type"": ""Point""}";47.34376126968641, 5.045150549138147
;4;;boulonnés;Dijon;2021;Existant;;"{""coordinates"": [5.042983946459076, 47.34276843103181], ""type"": ""Point""}";47.34276843103181, 5.042983946459076
40 rue de la Charmettes;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.041901666969048, 47.34297500027461], ""type"": ""Point""}";47.34297500027461, 5.041901666969048
96 AV du Drapeau;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045214027467824, 47.34167489966531], ""type"": ""Point""}";47.34167489966531, 5.045214027467824
115bis AV du Drapeau;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044536662539579, 47.341551524040575], ""type"": ""Point""}";47.341551524040575, 5.044536662539579
19 rue Balsac;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.047502960166808, 47.34068933695783], ""type"": ""Point""}";47.34068933695783, 5.047502960166808
;6;;génération arceaux fer;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.092629488377561, 47.3360204100064], ""type"": ""Point""}";47.3360204100064, 5.092629488377561
;12;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.111578470345567, 47.29144212251314], ""type"": ""Point""}";47.29144212251314, 5.111578470345567
8 AV Jean Baptiste Greuze;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.044386953943764, 47.30194167407757], ""type"": ""Point""}";47.30194167407757, 5.044386953943764
21 rue Maurice Ravel;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.041286666525196, 47.30108999988316], ""type"": ""Point""}";47.30108999988316, 5.041286666525196
40 rue des Moulins;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.039673572059035, 47.30552356669822], ""type"": ""Point""}";47.30552356669822, 5.039673572059035
22 Bd Kennedy gymnase;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.032685949631624, 47.30915706852497], ""type"": ""Point""}";47.30915706852497, 5.032685949631624
30 rue de Larrey;6;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.019333835216842, 47.31575202962241], ""type"": ""Point""}";47.31575202962241, 5.019333835216842
14 rue Alfred Marpaux;6;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0187516663371, 47.31683333303474], ""type"": ""Point""}";47.31683333303474, 5.0187516663371
107 bis rue de Longvic;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.049330740460175, 47.306763550598966], ""type"": ""Point""}";47.306763550598966, 5.049330740460175
67 rue de Longvic;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.048556079233171, 47.30991174708145], ""type"": ""Point""}";47.30991174708145, 5.048556079233171
65 rue de Longvic;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.048275233190249, 47.310453936695026], ""type"": ""Point""}";47.310453936695026, 5.048275233190249
34 Bdde la Fontaine des Suisses;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.057779054116469, 47.31817637354273], ""type"": ""Point""}";47.31817637354273, 5.057779054116469
;5;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.107297720893603, 47.29406446925176], ""type"": ""Point""}";47.29406446925176, 5.107297720893603
;5;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.102233904460013, 47.291264079857896], ""type"": ""Point""}";47.291264079857896, 5.102233904460013
;2;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.100945273967561, 47.291517806874594], ""type"": ""Point""}";47.291517806874594, 5.100945273967561
;2;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.100596586587865, 47.29147050616835], ""type"": ""Point""}";47.29147050616835, 5.100596586587865
21 rue de Varenne;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0416337908324875, 47.338295997239236], ""type"": ""Point""}";47.338295997239236, 5.0416337908324875
;4;;;Talant;2019;Existant;;"{""coordinates"": [4.9958285497972446, 47.34004771066061], ""type"": ""Point""}";47.34004771066061, 4.9958285497972446
